Aflag,50,"We arrived to Guayaquil at 2 am.  Priscilla checked us in quickly and efficiently so we could head to bed.  Priscilla was courteous and helpful.  Breakfast in t,...",Courtyard by Marriott Guayaquil,Great hotel for a quick overnight stay in Guayaquil
Aflag,50,"Beautiful resort with amazing staff. Raquel and Josue were amazing as was everyone else from drivers to bar tenders, grounds keepers to the wonderful guys who p,...",Planet Hollywood Costa Rica,Awesome staff!  Beautiful resort!!
LeakyB85,30,"Believe it or not, this was my first meal inside a restaurant since the mid-March shutdown! I was really looking forward to Mexican food. In fact, I stopped int,...",Real de Minas Mexican Restaurant,Just not very flavorful
LeakyB85,30,"This is a great service. That said, a driver could easily have opened the door and let me jump on, but waved me off because he'd already shut the doors. There w,...",Free MallRide,Rude driver
LeakyB85,50,"Besides the Kirkland rooms, there are so many interesting things there, lots of whimsy, interesting furniture.",Kirkland Museum of Fine & Decorative Art,lots of fun things to look at
LeakyB85,30,"I stayed here for one quick overnight while at a conference downstairs. Although I arrived before 11, they were able to let me check into my room. The king room,...",Hilton Denver City Center,"Clean room, friendly staff, but train and garbage truck noise"
LeakyB85,30,"Lots of pigeons, a few iguanas. They’re not everywhere. Someone is likely to be there trying to sell you lettuce to feed them. They hang out on the ground and i,...",Parque Seminario,Aka iguana park
LeakyB85,50,"This is a nice, clean walk overlooking the river/estuary. Flowering plants float along on top of the brown silty water. The malecon has several things that are ,...",Malecon 2000,"Walk along the river, shops, restaurants"
LeakyB85,50,"Consider this a self-guided tour of Ecuador’s human history, with some very high quality artifacts (clay, etc.). Finish with contemporary art. Seems odd, but wo,...",Museum of Anthropology and Contemporary Art,Good collection of artifacts
LeakyB85,10,"Unsafe: in order to get in, a person outside calls someone from inside to unlock a padlock, which is put back in place and locked again when you get in. I guess,...",Los Cangrejos de Pepito Loza,"Unsafe, worst service, poor food"
LeakyB85,50,"Colorful homes along the 444 stairs up. It’s not that hard, though I saw a kid really panting. The view from the lighthouse at the top is spectacular. ",Cerro Santa Ana,Enjoyed the walk up and view from the top
LeakyB85,40,"At first I thought the hotel room was a little tired. But after a couple days in Guayaquil, the whole hotel felt like a quiet sanctuary. The staff was friendly ,...",Courtyard by Marriott Guayaquil,"Three nights, good location, good fitness, quiet"
LeakyB85,50,"This third-floor restaurant is named for a priest that shouldn’t have been a priest. The food was good and interesting. Ecuadorian, lots of things to sample. Th,...",Hasta La Vuelta,Enjoyed a dinner
LeakyB85,50,"This is a nice place where you can go through a self-guided tour discussing the production of chocolate. There’s also a window into the kitchen where you can se,...",Republica del Cacao - Centro Histórico de Quito,"Not just chocolate, but info on how it’s made"
LeakyB85,50,"The best part of this stay was the host, Hernan. His family owns the property and he works there. He was so helpful, wanting to make sure that we had everything,...",Hotel Casa Ecuatreasures Centro Historico,"Great location, excellent host"
LeakyB85,40,"Stayed overnight here based on reviews. The grounds really are interesting, with lots of trees, llamas mowing the grass, and a small pen with a couple of goats ,...",San Jose de Puembo - Quito Airport,"Interesting grounds, slightly run-down room, helpful staff"
LeakyB85,50,"Right next to the governor home; the day we were there, there was a loud protest, which was interesting. There are some cafes on the plaza that have good food, ,...",Plaza de la Independencia (Plaza Grande),Interesting
LeakyB85,40,Enjoyed a free walking tour. Surrounded by hills and high altitude. The tour ended in a chocolate place where they tried to sell us stuff.,Quito Old Town,Worth a visit
LeakyB85,40,"Has a large square with pigeons. Near Christmas, you can see the contrast of old shiny with new shiny: the gold against the blinking lights of a nativity scene.",Iglesia y Convento de San Francisco,Pretty
LeakyB85,50,"Checked into the hotel in the middle of the night after arriving in Quito. My room had some little pastries to welcome me. The bed was comfortable and I didn’t ,...",Wyndham Quito Airport,"Clean, comfortable, safe, friendly"
LeakyB85,50,"Lots of little restaurants hoping to lure you to their service. I had a lobster at one of them, quite yummy. They don’t put their tables out till 6:30, so don’t,...",Los Kioskos,Fun and yum
LeakyB85,30,"This hotel has a good location in relation to Puerto Ayora’s pier (“muelle” in Spanish). But the costs outweigh the benefits in that regard. First, the door on ,...",Ikala Galapagos Hotel,"Undersafe, Town and Street Noise, Overpriced"
Avi G,30,"The hotel is nice: good location, decent breakfast, WiFi included and service oriented staff. However, when I wanted to take a shower in the morning, I did not ,...",Courtyard by Marriott Guayaquil,Hot water 
Avi G,30,"Small room and even smaller bathroom. Impossible to take a shower. Decent breakfast. Have a private parking but limited to 4-5 cars only. You need to ask for i,...",Fedriades Delphi Hotel,Not a great experience 
Avi G,50,"I was looking for a place to eat early dinner. Most places around here are coffee shops or do not have a menu in English. This place has great food and a great,...",Gefsidromio,Amazing restaurant 
Avi G,50,"Amazing place. Very impressive. Important to families with kids: entrance for kids under the age of 18 is free ONLY if you show ID (passport, school ID etc) th,...",Acropolis,Amazing 
Avi G,50,Nice place. Make sure you visit here before you climb the Acropolis. It will give you some background. ,Acropolis Museum,A must visit
Avi G,50,"Close to everything. Few minutes to the Plaka (restaurants and shopping), Acropolis museum, Acropolis, Zeus temple and more. Clean rooms, reasonable price, nic,...",Airotel Parthenon,Location location location 
Avi G,10,"No one welcomed us when we arrived to the restaurant.  I had to go and look for the waiter to sit us down.  The menu is very very limited. To my question where,...",That's Amore,Bad service
Avi G,10,"I went there today with my family. They had a live band that was very loud. Good music but so loud we couldn't hear ourselves. We asked the waitress to turn it ,...",Bethany Boathouse,Loud music
Avi G,40,"My wife and I went there on the second week of June for 5 days. We had the all inclusive package. On the positive side: large room, very nice pool, large hot tu,...",Hotel Krystal Cancun,Fun visit
Avi G,40,"On the positive: Large and new looking rooms. The best breakfast buffet in town (included the room price). Large variety and excellent food. On the negative: ,...",Herods Herzliya,Great business hotel 
Avi G,50,"I stayed in the hotel few days ago. Great facilities and even better service. Right on the beach with many places to eat. I got an upgrade to a large room that ,...",Sharon Hotel,Best hotel in Hertzelia
Tavyboy,50,"Great food and service worth a visit day or evening will go back for my 40 wedding anniversary in a few days, yes it’s that good and great prices.",Lemon & Coffee,Great food 
Tavyboy,50,"Great value for money, great breakfast, very friendly, close to the airport, very helpful, clean, great pool, only $5 taxi to most places and they will ring for,...",MundialCity,Great friendly hotel 
Tavyboy,50,"Have been to the stannary brewing company on a few occasions now and I am really impressed with the fantastic beers on offer with more being added every time I ,...",Stannary Brewing Company,Great craft beers
Tavyboy,50,"The platter was so good and so big with a great range of fish.6 of us eat and not one complaint, the do a mean steak or chicken dish for those non fish eaters.,...",Platters Seafood Restaurant,Now thats afish meal
SaraBPasquini,30,"We paid $41 USD for a lobster tail that was mushy and tasteless.   The rest of our food was ok.  Nothing special.   Wine was average at best too.  The atmospher,...",Viva Zapata,Food is average.   Atmosphere is great. 
SaraBPasquini,50,"Good food, great service!  My server, Johana,Was awesome.  I ordered Pad See Ew and asked for egg whites only and she was happy to customize it for me.  They h,...",Po Thai Restaurant,"Good food, great service!"
SaraBPasquini,30,"The name of this restaurant is now Mae Thai.  I have eaten here 3 times now only because I live right above it.  The ambience is good.  The food is super boring,...",Gluay Maai Thai,The name of this restaurant
SaraBPasquini,50,"We absolutely loved this place!   Covid restrictions were in place so we felt super safe.   What a blast!  I liked it better than Xel-ha.  So did my family!   F,...",Xplor Park by Xcaret,So much fun!! 
SaraBPasquini,50,"I’ve lived here for 3 months now and I believe that this is the best breakfast in PDC.   I mean YUM!!   Way better than La Cueva del Changi in my opinion.  Grea,...",Amate 38,I’ve lived here for 3 months
SaraBPasquini,50,"Best Italian in Playa!  And we are Italian. Fresh,incredibly tasty food.  The beef carpaccio and homemade pasta are my favorites but we really love everything. ,...",La Famiglia,Best Italian in Playa!  And
SaraBPasquini,50,"I’ve been here for 6 weeks and have been here about 10 times.  The food is top notch!  Breakfast is good too.  Great selection of high quality items, excellent ,...",Yum Yum - By George,I love this place!!! 
SaraBPasquini,50,"I just had a 2 hour massage with Veronica and it was pure heaven.  I’ve had so many massages in my life and I have to say this is by far one of the best, if not,...",Magic Hands Massage,Best. Massage. Ever. 
SaraBPasquini,40,"Excellent atmosphere, excellent service, excellent pizza.  Bruschetta was not good at all.  The only reason I don’t give it 5 stars is the bruschetta and the pr,...",PIOLA Playa del Carmen,"Excellent atmosphere, excellent"
SaraBPasquini,30,"After reading the reviews we had high expectations for this place.  In my opinion, it’s a glorified zoo with maybe a few rescued monkeys.  The deer and goats an,...",Akumal Monkey Sanctuary & Rescued Animals,Ok- great guide.  Not sure it’s an actual “sanctuary “
SaraBPasquini,30,"Average at best .  If you appreciate good food this is not your spot.  Overpriced yet edible.  My daughter liked the spaghetti bolognese but she loves anything ,...",Bip Bip,Average at best .  If you
SaraBPasquini,50,"This place is top notch.  The food and drinks are delicious, service is amazing!  You just can’t go wrong here if you appreciate quality. I’ve been here 10 days,...",Yum Yum - By George,This place is top notch.
SaraBPasquini,50,"This place is beautiful.  The staff is top notch and the rooms are super comfortable. What a treat to get to stay in such a beautiful, somewhat remote area .  T,...",Villa Blanca Cloud Forest Hotel and Nature Reserve,Excellent property and staff!  
